mfcc_dist,pitch_diff,formant_diff,duration_diff,intensity_diff,score
0.35367665723356584,0.3847735905736189,0.20750641932313021,0.5959147642477727,0.1388325306523651,0.6511019504362583
0.2485580660782393,0.23154854976608477,0.3666008861979634,0.21027701286179848,0.3101570125766353,0.7320572666444045
0.4159590873381714,0.23786919937584425,0.21472633340287525,0.5094598025621345,0.4152147157377789,0.6762217304511171
0.15996757580999196,0.2040041905022354,0.22369397565113974,0.47764959178571154,0.18866631041439125,0.8164985316036262
0.5502830780616322,0.41915853582091644,0.21510735130049946,0.33280622609415944,0.24525829963301754,0.5785198262561146
0.11094528759339801,0.18797968822767502,0.3967467696076342,0.17092633883056427,0.11599978594325912,0.8104443169958181
0.5098966417920571,0.24432428860511557,0.13755557793917875,0.3260360607396368,0.36203691274322214,0.6366803850130809
0.17727037947274454,0.3970802845779711,0.20443742157602793,0.0379340798349198,0.11367920036154423,0.7470476132082583
0.19829047191334442,0.22078531761749004,0.6425903683606577,0.21147444416040018,0.33452870878938334,0.73012778725057
0.37623678821354994,0.07705042322834559,0.4042513948233303,0.2761147736824471,0.07849376836632894,0.7667173611948015
0.7844212466961598,0.81607783400066,0.8510474727128046,0.7610175903211559,0.7099628239099489,0.07439924032937299
0.08476376294265023,0.3046329519476903,0.31958675214274634,0.19432524786661984,0.08986542700837671,0.7973576544591194
0.3579287927839609,0.38810956978868133,0.15129222160990785,0.15160543949147812,0.00977031362304874,0.6878277668527591
0.2733207739503824,0.38279389831293276,0.670423315541997,0.1324466376193613,0.12765215367790592,0.6419868866142613
0.13437614109485027,0.42720346022185285,0.1225816607306237,0.5477470801066704,0.6751543536695164,0.7007957936991561
0.35325485000480755,0.12433201768324816,0.13627982368439778,0.526775239656246,0.3784066208591745,0.7487746411883052
0.13279012143275798,0.0932996632793853,0.3773196881583593,0.222085270437764,0.4684497766792797,0.8433696229984365
0.7174276688432429,0.9582550315362073,0.8163536541013721,0.8239329840873604,0.9955979607865795,0.18958831137958784
0.1658104012585459,0.32212773081969487,0.511584083626847,0.3387027640871097,0.2975228994832947,0.7075746134335347
0.0387106181167978,0.0939018829234704,0.06099319242120347,0.06665654573594722,0.0014509647545037252,0.9348571105204647
0.26340848808284784,0.32390163923628956,0.49819215747386936,0.20076358897150645,0.17822044489300842,0.7095596327567811
0.020194342039256276,0.02231347298804688,0.012216308083431049,0.09371640094786456,0.045101574631637935,0.9829233668119882
0.8824081276044151,0.97257579314925,0.7723190555895928,0.9735649978768377,0.8237190165593645,0.201229969645208
0.8658706831264331,0.8612460663900982,0.8761432792123987,0.9705049086348401,0.8165058807796883,0.2820971487535239
0.203313881265596,0.18379395584475328,0.4057130031385227,0.3362956981193014,0.2198153227825336,0.7810321485995324
0.18387687608823067,0.5524445878734532,0.06085023381876421,0.1347047888684138,0.6948362585674053,0.6675680150972896
0.36782408723548077,0.08485274740503805,0.3987983792989431,0.1905144660997315,0.3277471243148822,0.7329645762007129
0.20209676646387698,0.37309638445250687,0.35241380518170606,0.29180356463274604,0.22067002855741916,0.6912586458123624
0.18633950452881945,0.27018494321410325,0.3761575603916306,0.5326972599828486,0.09156252794477072,0.7293028930380749
0.2835202997539891,0.10732848282315356,0.1792291073063215,0.24054617277914944,0.2585035395742395,0.7973254367688376
0.10039930306621214,0.44611022360912533,0.5210868024465314,0.266958613469862,0.14113670711465698,0.7107021013483931
0.20772938916523406,0.31263942862961386,0.08340996552147698,0.1287570117640069,0.09488685320202442,0.7824546232422439
0.3096377073595142,0.07413978050904986,0.32194647797841247,0.2650788754871514,0.47955829983330583,0.7479541375195073
0.04184749611500469,0.03710935519247639,0.0698976578900239,0.02954498081564917,0.04373219655819948,0.908802013090544
0.12457921344554526,0.18307929039433812,0.12962164113869018,0.2532577214178077,0.3593803514413815,0.83464916543192
0.21100332015818626,0.5372939560911973,0.05752242006013046,0.059123776010873645,0.27048750346737954,0.6809943851305762
0.3581887554246956,0.40832378767989214,0.5823590309336558,0.27996912310796174,0.19890955706167673,0.6092184723894536
0.6522422663601021,0.30150941761351546,0.4262947045624305,0.148288474551071,0.1928531996864055,0.5475611270652536
0.05818784988349394,0.05903138263753435,0.07193931214190745,0.003754108514615917,0.017326202594111884,0.9883225126713838
0.0694242954698856,0.54342060898865,0.250324034694348,0.1362879342197515,0.4721562235658095,0.6980375897298051
0.8258502716078937,0.9004608941727128,0.9236424025253313,0.9031808282126569,0.7973887155588156,0.20560270131122302
0.1744335165862888,0.0364518523866052,0.28069039865069256,0.15157971428028297,0.21647963466680892,0.8606416520078362
0.5434537469656785,0.300411123422785,0.4364225952550375,0.3474544711940061,0.6050657279735583,0.5573771266160089
0.061653913446673224,0.3569831083139295,0.275512803994049,0.26368121373257264,0.42841262363824906,0.7754092735371664
0.23568650663126414,0.17224087301411908,0.13276869439105518,0.23840280557059207,0.10796833757162015,0.7970898899483999
0.31329412667520323,0.20795118226096937,0.1260218027974379,0.16521180802496827,0.5678253447480206,0.729175089041926
0.15258331470398612,0.27088766991001095,0.5119536065957372,0.515207241282006,0.4195022721386305,0.7275059584044804
0.38688633601837824,0.04194774751904856,0.08186209382781556,0.5695434965693256,0.1833481375510805,0.7901627189544564
0.4845897602554896,0.48193529361030685,0.3914892077214656,0.3051095363205447,0.4463145028447369,0.5364400020910384
0.09593877797328496,0.26960042286556285,0.18507090330671436,0.30702095214173125,0.32383592307474157,0.8147559166356892
0.033319000069929765,0.00984963064397154,0.03626681087303365,0.0704080270027243,0.05377044539786631,0.953342049090334
0.29837284269070247,0.4688335591908051,0.3980406725925714,0.2614514886312482,0.19107462693479346,0.6231881856638077
0.2237663665214278,0.2541619893693439,0.35912542514021806,0.2622552006896864,0.37208344965675544,0.7425455816635951
0.1642916485213648,0.13877425576752234,0.25676760211170285,0.1323653960199932,0.2390923857922203,0.8455013751738281
0.9249103238720082,0.8229213259461988,0.8586451694344618,0.9730961315421454,0.9539521122395085,0.09079380395921491
0.09832146075036968,0.45820602434306884,0.5680237657713978,0.31806187963606963,0.2003166814074748,0.6970692638427711
0.179247512983417,0.10640682124217354,0.28525837651233243,0.35749862994905357,0.23357945711146666,0.8186400080810793
0.34301873259799726,0.10093206898383483,0.2238921685324218,0.2713443844166428,0.31061506453400034,0.7686774573286749
