mfcc_dist,pitch_diff,formant_diff,duration_diff,intensity_diff,score
0.35367665723356584,0.4868697487479326,0.37935590214879394,0.3220571517960093,0.45075167560036716,0.590413105870366
0.2485580660782393,0.20407081636595686,0.24873594264235324,0.1756686148793972,0.06964476128149891,0.7876714279941758
0.4159590873381714,0.07399185896238512,0.3086845867678827,0.11899921413423922,0.49467477165370627,0.7464406162510662
0.15996757580999196,0.06040786609380199,0.5996731097530447,0.4497908539399466,0.3003510463620546,0.8441444541534238
0.5502830780616322,0.2571914558335837,0.06286320149618632,0.3031397602034394,0.26300483715654666,0.6372247129925122
0.11094528759339801,0.28308899822723765,0.3335469876844398,0.2809226013197497,0.09701320247368218,0.803064757300756
0.5098966417920571,0.2640941593360543,0.5629166686131871,0.48041508901959445,0.2895320963676034,0.5955479375161521
0.17727037947274454,0.09334541668974868,0.47737484509291833,0.16680539672532688,0.20418096965714713,0.8166082734052679
0.19829047191334442,0.20958714908608084,0.07730532782256688,0.36969492123448083,0.20293674339403495,0.7981866256929698
0.37623678821354994,0.26005493487743125,0.2156339938467988,0.3654754448503877,0.25384514390036583,0.694511418099894
0.5434668040445325,0.17317772799688674,0.29060908313482947,0.33808496729145454,0.36260304148451217,0.6530181496889574
0.08476376294265023,0.07069129621698092,0.30412159483968376,0.1796419318074471,0.27952281208928603,0.8881206219888849
0.3579287927839609,0.23836580745154531,0.3144966438779123,0.33290627624117747,0.40831790458483813,0.6841601028987154
0.2733207739503824,0.17965935281214293,0.17176035110285046,0.3278159497293298,0.42136658672673316,0.753035610803058
0.007192852027997954,0.0932298851593416,0.0554201402843916,0.04171183139976026,0.06841960165953127,0.927436777034041
0.35325485000480755,0.1767973318977815,0.09120936265288074,0.2604992488340437,0.33889163191239047,0.7557415066676013
0.13279012143275798,0.18040287545288802,0.21262883758260318,0.5260995037408791,0.3075906667328356,0.8097953417780542
0.32643436842516804,0.41131462217571535,0.5304897754672189,0.29949250913204184,0.25948653474098393,0.6133676489943268
0.1658104012585459,0.6862672883412573,0.2628604050254712,0.331220486545284,0.08277598735842467,0.6209586811016475
0.09404885234242039,0.033421098909335416,0.08763963339047917,0.031163739356796918,0.09695994250189895,0.9632085042612901
0.26340848808284784,0.3576425176686405,0.06273350239301424,0.2563108381731367,0.15889554918787746,0.7228621570432644
0.39001433036648914,0.23753286387518072,0.4491003996283154,0.314172863171678,0.2755875717503796,0.6672112636459386
0.7044401421218965,0.7818976014165598,0.8889070071980211,0.9564262508193407,0.992412936910004,0.22953863237398356
0.9761401359600378,0.9932039162076138,0.9777839450788858,0.892587723192538,0.9909418762308029,0.2116149945236836
0.203313881265596,0.14919944510683456,0.09858305431985064,0.22429014650482007,0.3327993524389895,0.8229911268160455
0.18387687608823067,0.4816664373855741,0.20588560609169854,0.38659481785766925,0.6075623095506335,0.6700560406083939
0.36782408723548077,0.4591139263649224,0.38769944522767247,0.1530803135015035,0.44496677703530874,0.6147605380649523
0.20209676646387698,0.5567836229380533,0.12664487992204362,0.2501383474534856,0.4271998372354084,0.6532290196805312
0.019400331778189686,0.054728863547587825,0.07409725632448529,0.0995068633512388,0.043822356145165144,0.9496772712235486
0.2835202997539891,0.13249736916033253,0.5298810375356781,0.40095422548564885,0.22164267314416972,0.7684475904010746
0.10039930306621214,0.19674989935422124,0.17702944924096103,0.6000414304991164,0.37483577312536764,0.8221597762431063
0.20772938916523406,0.08495544842273282,0.10008642239854654,0.15815786906921372,0.41044756855082304,0.8494092946672527
0.8650681265736733,0.9867199246261538,0.9382892597639755,0.9702117068239942,0.7983862237839594,0.24432185709727308
0.0443858001226034,0.24582161775928388,0.3138305656981823,0.32644009883179725,0.1095882330031509,0.8326568881237437
0.12457921344554526,0.36062118601384663,0.47172216895071656,0.5945991384239514,0.2475208570257729,0.7067431523095362
0.21100332015818626,0.4346409582892907,0.07891313786695518,0.28300219070902305,0.48450977927325795,0.701185590838534
0.3581887554246956,0.3429326533858189,0.20877383190634252,0.2050642973531038,0.555350241980372,0.6558061718598072
0.6522422663601021,0.12385161746411628,0.42216166523001647,0.2911733382276167,0.17053996188528023,0.622055109826102
0.16226602605678067,0.19654673725507635,0.5520465916065196,0.19090535371346454,0.3883153776755853,0.7716081355979042
0.0694242954698856,0.04703634316852569,0.1529292382592884,0.24897674756660165,0.5067616545823644,0.9187662082409619
